Recipient,Amount
A61Be3FkC9Me859UoxDJZtFjPJv5h79amtdASke9kYSE,0.4
H2X19EfrMgqZwLXwU8USDvkpvMEeSLiD7nghXCG1cf6z,0.4
FoemYGbxd1SKvUzon2LPfRyiC9rDYNrYctZLLmKEdq4r,0.4
7cXZrnXNzrx8ASa7XJ9kXnzLYDuv9ZKxQ9kXtVcSBq1X,0.4
4UxDXJZMGvBFjbEuXVeuBBWsCzUSZkWf6fVG7Uw2VwQm,0.4
3MfmnGLiEDwVQBqapeaE4eLo8BVhaz2R22nggqsL63Wb,0.4
A4xKntzX3vbxHSyHyTUQ2P18MvVckt5CdYpD2rf3JxGa,0.4
3xcega9j9nntEv8yJNdxmZKEMMvrcft1vonQhnxJar9F,0.4
7H9MFCvSnVuRP1cenYtXngYBtfqZUsnbxrHAuAhzDdGf,0.4
2YsqjLLcofCtB3Uhk1Jwyp4zGK97zLxAMSxbNUNGbgFz,0.4
FPh2YV4JXm96NYLrTRPovTfVhnEdbAHfU61hqpSDc3CQ,0.4
8wD4ti9FYpZaECiZqzDmCxoMKAv3cZZL4FmVvQLqRwqE,0.4
EGXVvMVQ5t2H1ArkVbQHSrDDGDyNp6DUs1jTShJhPC9t,0.4
4eFQzAhq69Xnw14gRUZHvmrCGunkkTyj27dbofc6eqD6,0.4
8z8uHEmdRmz1sdimYuphocw98mjRvRuhofT8c5XVmRow,0.4
TX3RrWLzH31oaj2m79HvphGdH78RyeYy7bWxownHz67,0.4
HHySEs4KvmGE41NNXoFWifn39kK4ApxedwFTMdPNAWad,0.4
7iQV8btjXbQNyw6YcgGorTYJUDuFegekne2j4saYpb9E,0.4
14SbZUFr7Friji3PKeo7cdgZ8JATFuFJThByFumXT76m,0.4
7VSMLWXfh6AXtVzqHGXXHT7XmpekqdM1fbCdgH8jbvfT,0.4
G4YpYzMXiLoLJV3vzeUGpZGzG85ZNY2tqXs415DKSGaG,0.4
5ebc93C1wJYuH41cGbTG96QQY28JWV1ELGo4ZA1kxRpd,0.4
9GcK36ttP5vDkhtNzqrFKz9sUtUs3mKJnheY21zUBKi1,0.4
4zk4zFTQARjquNyS3qJsg5M83ftbBheq74f2cfsYKnBf,0.4
9kPPbeBAvCtJCZ98EFKabxp7wTeFQRseCYDRdovyfUfz,0.4
3NPpYMrzePL7GY2fGrCzgrfy44wZyxUcKqGFvJdZyizE,0.4
4TWnPPBJAVgDmCGPqq2XoDBVeQBGpKtc1sbaYiAcjS6E,0.4
21qW2a5QcB9TD3ecYFTMyVWsrsYvmwX8Nj5bNtzjAyXw,0.4
6FKTt2A7VvyzXa2achsCec3BFxiEQT5ba2z4aVq16iqb,0.4
C6QQEzNp7FaDEXtZy22RpU7KJgoR3CHWx4dt2EjBds96,0.4
1qZQJBT6P9kWBYsurPneZELhAXLBoZn49jiKc5My2U4,0.4
5ppQfFh2CXH7xZ7DzrrXqX9TbodkjqETtqSy1UsLZdXu,0.4
CXVCNAcm15xJ84WzwnMkxtw3YW1gBNxpa6ifQKNH4kZA,0.4
GJmTAZDTYgfPuRsK1RkxKCVt4TP7xed6DsuCbwkd1i9F,0.4
47HGePEcdfRx661QcN9DJUAaR1CqNrzsFQxbMCx6arbM,0.4
jRnhypFG3rntedfyfNNEG92LGNUqzJNTvc1dVpFzrKC,0.4
BMcGKLX23VRNjGsmvXfURr9jMwLwPirAeSFsNqTRE8fu,0.4
CVsqs3bmLvrDu9tahbahKKkuEJpedUUBbxMCPrJGWeAJ,0.4
44BUejc43vnUbTGkaEJoPR4BTG9fGdFwPJRfVeddYdJL,0.4
9YGssex4hj1ZbhU7ZpFsc9ZPZPftXCdvvC2yBeetNcE3,0.4
4u1hEjsHzkqeaRYxgdwvRbGzJV1AWByP314hd76Tfco5,0.4
EjMyz8LevXkve98vS9R4GUzYa95bcMGZzyv2w7UUZ9Ye,0.4
9eXmtueEybCn34i6X3hWmoeKPYuvaFDkcNhAbqZ7rSwe,0.4
B18jzFAL7wJ73NrLsATLXpcMTdrd3fB9LE7f4N17X5fZ,0.4
EC1p1ri2oiF4o5sketySovuB5EZwA5xG8fdX87CduEoj,0.4
4qLyjPzJdQwqwDN6kW8tbzn8W4AyYWeJ7y2an28mkL5T,0.4
3P5JukN2xg33mQxbiMwHEdAn5LBxY4arU3zWNd6poj7s,0.4
3MbFMMh4v69RNjQFKUx4nPPWgWwh1uHPF2yS7zx4fkAk,0.4
AEj2Ly95eimdwN4GbnxFq8TV1nDLUqW7ZE9yTsZKH889,0.4
8TSfUDrfem44jHGCVjjuZgQPBoEqcntJUFUskbmJDmfo,0.4
GRcXxmqjFgqiNP1FedWfTtKDbvF4nybqYQjLrjbEzhHu,0.4
2PWCGDqt1SE8d6adawmMU9SvBuh4sUPomwSjHj7EpDVA,0.4
GvG6k8Keyz65MjmdfiG9T9yUhcDh6dsH8kS9HYLr7DLf,0.4
C3F6VS2iwF636AN6wqnVwm49G1UJNEjVMxisGfPcSS9F,0.4
AdPzma7D5poAsGxpGEeGaSJPADNHmtRe4KpiDfxD6sTy,0.4
7kwAh63ByTswcPviDptixHQj9hn9GLYKiE7pigEU8hGJ,0.4
6c31XTkTf8G3dHUKRFcLBUyDGGo2rN6PgTvzdfmzRGoU,0.4
D4tVEL1T8UqN1uZrPfJyi675rKyyZWYCTnbbzjgWnvqu,0.4
6545JRXssk27pgQynoNLnGq5YNcnH1vbQGs4M6peUEEx,0.4
HLJfE3aMEiBwbtRLXfQYWW1L1Hqj9mS86tYez1XkP1my,0.4
3PY8EjD14o7jd8nLyJM1oEgmgvtVHwPeHUxwKiMnZs3L,0.4
Hq9iEGnpQ4KpJ91MjedVeHZcVMCWCsiJDE9i7j7SUUKF,0.4
4U9rb9ZbAXaHmPvwxqfRehCsRp3nFBrdXMqyrcBfhfXL,0.4
EzQGGc7cqcB9FZmgDKvF5CJPWPArQ9CETkHaDjoMiGU3,0.4
EQDrCfT8r1FKvrB5S1u1zfxdPYmSpgxfJx9mwuz9nzNX,0.4
3y5bLSEPtWRP2Dc6zmzDh63yhwTMC7JFqatp3H3v1eT8,0.4
HEiNKeAFa5dMuNYHtaUKnUUN2NX4HxD9mqrLKK8swzLy,0.4
HZAyBW4GAzwxAPAyEyHfSY3uLGLQBb8aM5nKWHGq2KvY,0.4
91oYrRYYGjJkFxFKTp6PXRANPPdVFNJjo6tN52uQW1Av,0.4
3G7WdSEZGsKNp8X85HBf2G9YR3BvzFhRdzLZaJyM75yR,0.4
2EQEcpm6ptvscqowNoYbVxv5BjVhuue36cW62cj31h1C,0.4
EoBnD4q42Y57S5dxMAA99z6w5NSbt81ZrjRg9qw3YDtG,0.4
CyMtFaBqKzvwvBa2RdzWLEgPLcYecaPDHPcLvt8cq9eS,0.4
FaXJRFM8Wyzcg5Rv6NHawmmsupDUtEaNXH6nZvejcYYa,0.4
DfKkxUdcMtd99Gv9q28LJggfdQX32FwURwurfjLcAziu,0.4
EH3hR8PKW78wyQY1dNK7iwzhon3nN2uVDGUGuyKvdpTe,0.4
HTUm17RXyZqUCXoQrTSzmtfZDZyVr2SSucUFuMZoc5Gb,0.4
GxPnhqrCzjRFe4kv467sNmy8RSjQM5h5j43LjFxWcqd,0.4
AaDJTtM1djtoBN4bGWuxHrKGCaDJrTJjtRKoLo47KTY4,0.4
4f5ohEKH7DyLeDrBMQsmxnSpQzK4FJGdXrUdmQxnbmr5,0.4
F9rog7DVaNfNScMEFUUYuBeK1FtHSzyzhiZYDxjEDAcM,0.4
46CC1AqkehKqXMM71iTsEh9dtjcyuLP6ZjR8McLEr3cA,0.4
CT8Y2pWSS3Us4xNT7BjUaXRUjETDm1YGCbcQHNj3QahV,0.4
9JHd6ZRwq5hZZUZe4P4Pdwunpcuc11VvjPJSw6rHpYxS,0.4
51h6u1ZZyJfv6e6xJmVpJbpcCkJaJbRtemdnesc9YFcz,0.4
BgqqsYWwV85opDgQjSwLGBD33wnMJN6ZxPCHVgGA25eV,0.4
6f6ZqYnwd2xsyTvmgEkwnbnBzRx2C2neKhm2QCSkELbh,0.4
71RHjMQp7TNCzhgtNQC9vhPoYXCjMb2GxjVhWYQcfUrg,0.4
BAaEWVTbcGxvFUE9adSrsAfGeVPH5beZbB7HGaM4ddoF,0.4
5VtepVYXjMo1w6DRgNt1MntZSQJguHGGFcbfmtfx8XWb,0.4
F3SqhGeYQ1M2Sv4KaYjPcG2LddxH3tP9sv3w6GbAnj9r,0.4
2mPszVpnAcsv8QzUcW6qPQqjVzStPqbb6quGMvkWDEed,0.4
6PGWuaWKhvgeTMoewupm1vKGokmoVApDvSCgqTKduCgt,0.4
2K51Q5FhKuCHHtvAPVCx6pka8bPzEHkykSP9XF2RPEYd,0.4
GHxJyV2kHvTR52CLgaswwq8F7dQuELxiqe94MKrsRvRT,0.4
CBd6XVaPpxkYNDpAptg6go9v3GhPcBBVF7Cd7i7nX4E6,0.4
25qefkjtnXutypbhLnoPeMXHpRXz4smTG55k1JsUGkfi,0.4
DkY3bvFrZ2zmbsxYLqcABiKL1ZQ1pgSuDWYS1jPVDPA1,0.4
2gASSjWrgbsxz7NR7LJCnouTPC4KHQNjKvhLMkbjZjPZ,0.4
5rFKGCyxwuQqcYy7VXb9PnHEoW4LwmJ4Ce5kbwHzSP3C,0.4
6TRHB17E3SuvCpN7xVicJnTRYDacANtkMkEaMN5q7Cuu,0.4
81s2HWpWxkdwLMD9mQesoXFUNWxmEjFn9a6JFJZhFcyQ,0.4
CD6tyw79F655dJyC1HKic9Pnuy5QwYcvFSaUhuoEDiXH,0.4
ALZMT5pgKVUrtfWtoeiF2a6bfrtrgQH17VCEmugFdG7w,0.4
DNoLKNTFpjB9nforkXToKCGd9dSXFwpMoj4njsx9zYWM,0.4
H2arGygb2zih3EtdJLNyhAYWGT8kp1mZjCkerENsyjvm,0.4
8fUyvPrWjsxFNEmLaSy4PtPgQ26mPBdb4dAcsBeYzmT7,0.4
79cEdjmjASqEKv3gwSFShfZMzwPTw5KiTdmphpkqDCpA,0.4
FG8g63NCY3arjakbXjDTR2xabm6b2nYLvKxC9NZMFtJh,0.4
DW8KEU2jFGDThob4p1XpVPJSjhBwMrrnoqSE5MpGYKxR,0.4
7FJxQ4p5Cg8eGZf6ee6gvPyvygEDq9BnGwvRgR2V6SH6,0.4
988fJBkhSghXwC9KMFwZ1psgHKEkibmzAHVTz3tXmHNF,0.4
5FHHrH3pvUU2Gnm4UYE2JmornHv7ajFTBsRgVrrq9uNK,0.4
FXrZK3L8xUH57k4xwuMgCmmhD975qRnN1HAYw8nkKRFQ,0.4
CF5jCLHE2g4ftKgaVdxmMNywjDRTJG7zP7SEdSqHfETX,0.4
2oM3RLNLjr6yzVnqZRCaY5yi2m4B4negHvZPBH3kARHD,0.4
DKsUVjmEuvzxo8yYWxJXv85EVYdqqtQARCXEmUiRDgpT,0.4
2NdDcbAbf1T9jUegdNRSsZmP9pgu7r16F4Z9KHQ2ffXQ,0.4
67paFteqwcZRaTPm1JNP3q9uQLdy79kaVNGQBUYkauP8,0.4
2hy9qiDH6igXFFW8ZPk7b6Mgre9M7u5xbGogyJ68hULp,0.4
6XdYizsaCbm7dLRPsgyEvwq74to19Qgy8igxXiLAw3EY,0.4
7goPmnwmoRUnEtxoz6XvfYzXRY8fs7mC1SVMmTAxCvBs,0.4
7NdmnyDVc7ZJ87pbvsBh8jWV64w8cTfD57FvxpJPP83k,0.4
ELvB6dNNUkmRh5k7BGGzfcC1XNUpcXqdjCSFkfjLyDXN,0.4
Frc8qJpws3CyZByhqbS4dixnRiwVozgDMLcE1jcifwAk,0.4
Dfsj8C4vowT5gZYZy22io1wAkgyCvMNBfX6g4pQCzivp,0.4
EHBS6bzeBQDAhKypRMUFeY3w4gKFXWKnm3yMi1o3UttL,0.4
2T6kwhBxuzqnA5ZoE6N3npvrFNYNcq1427cqqm7RUNZc,0.4
LYYTa9WYpb5srfsjGiVHhxK2suARvZEPwtY4NGYqLYY,0.4
2jJRq6wnB1n5ECWc4VArQNP6HXPT37qvv2nqBbYwePdi,0.4
6N2Pi7T6rreAp4gu1JRHjaF1TQnedw5ifctqcsrd1Wua,0.4
47xHc2RYq44oBkinavRfznb8YrB7sHNzc45jK7XvRQax,0.4
CcKXJ2hnfqHmoKz1MSsN5cb7cwkgncKr729bmhJAPf6g,0.4
9m35h6QTzDVKh1UgnHzhxyzS7sZTKBejY9kLrtwnsBqu,0.4
DMfAuJXfs14tHhFVDLcKKBnzE2VQwR3HqGHHvYibUzMU,0.4
e6kDjjGFsCcguNLYr24ZE6tRULavRqPqjCG67s1XNoL,0.4
FxydRQXUpfhJC8YjCYPEVVABcHfe7Mhv8cTsekmsdcLg,0.4
Ae3e4DGxpNvsLXqjRdoFdQ6sT4JHELHRZTdqy8Sk1FqA,0.4
FvDZ7iHppcGcUxqhEU8iz31r2AVMz3AaMC9Hgru2JpPD,0.4
6iu481zDMBiBemzgefJ4tZeBHJ5C3GjR6mddXoWNdhMo,0.4
6i5QwawfkghNuMKjadFsqMxZi6iooLk3qNhcaQXowkgJ,0.4
AvoBVYku8MvUeeMcm7ktp7mqYBeZxt1Nu1caQwMQWvB7,0.4
4dNmjWg8ifHEphzQQZDWRGzgNdA7VLQe9rSpv4HbnvLd,0.4
5913i4qh8J8ZWsa2uuwqRchti9H48LFbbXr8JizfjrkZ,0.4
BdkiwXdW14Vhuy8mNDT42QxLNuqHFoKSr8zcGYRjYM85,0.4
7RdXkNDwUKkCBP1SK2VHxEUkh3SPYRXB6PrPY9n2iqdx,0.4
5VpikpCpPgC82iD6XiFSWfMFU7pb3RcdsCYwrMBEM3aw,0.4
6swmyE6ycj9dNH3YgvLGHkLnDSDn1hJ1HaK9VZ9zXVkb,0.4
EGniXMxSZoHUfkYLcafmQaGmTFBjc6p3eNXUupopsadA,0.4
iFiGAt8vuUYymxs7U7LQ4SHDCHEV9Z9Ad5oz3LLAaQb,0.4
5wJgHeNwT6qePUxq2X1UAf4mV1RJdcmSCG5wcEfwxtEq,0.4
BAJpYYA9WFWraFWqczkYuHUdwX3UW81dWuXAuKneFRx8,0.4
ERrn3yT8DFSWnijPRzorLVU2nEKvVTphpZkUgFGvyhiA,0.4
9LwbyZFDenMdVtgQ1uebtkMnTFi5DnfGzuBVgeD8QzE,0.4
7ygVp79ZHrCgxKFpqBTBkUHYRTwgSmLksSHmZkXd7Sce,0.4
95WjT45pL9XQ6pmEGuv7MaASedQqzDXQWuiG5XBpDhY,0.4
FfGxoTL1PzcVNWZ4wFC5K6gofGwFdXD8FoQc6iPPF4oo,0.4
9RBZeYpXMiWdgwWcYqx8VscAPp9FR9VAvhf5RTcmhKFE,0.4
66CYRNpSzj98BLLiRGxQR2hBbfcHZEf9pZdYF9Rndcue,0.4
9nDRoNGtRWgwiZh7QqpWhGGrPMKff29tBqtKDoJmqaLh,0.4
E3oz1XNsKpmoXhCAyeSp7rgPxJTBbZPnCF9Nh23Rtxfr,0.4
CKxn1Nibm9HV1f1EsGbHg1x9VdqSPJiZX6mq7Si3WeqG,0.4
CbT3dDmD8mCG1CD5z1BC4T1723LjSUgtpqP7pWcr8H9B,0.4
92orR7Y4QwDXKXTFKzn45b5mxWvvpsy54VpWQKe1ewcQ,0.4
Brviz8fxZBM6KJL2xF5eM3oFrEVimLrcgTvzMoNZqtok,0.4
EpCFcGsk2xjA2aSEuF1b27W9Q9xrxP53G8p6NXt4buym,0.4
5saDTZu9fgSsiiMkqCvcYZzLDnZJdoeJXF7sUVrDk5DP,0.4
3iA5mjkqhTCh71NPLwNvkhBBhhtsDSY2YWmjb5EmRcFs,0.4
5W38Efj8uoBtpVFkFEWwRF7HAUtVX885fFh47P663UEM,0.4
C9zNVirAEbK1r3kavTqemVKj1H5zLg9cVLUGqPo7WrK3,0.4
83GPxHN44kcVvVpdsjsbaVJjRzNE82xQSwzToGKe9nVb,0.4
8aR9boTVSfL8wMbSaN5DmWfspXK6CWgazXyccVaQh8AN,0.4
8zGsoVTGjxgd96SZfUApoF3RreMFu2j7f95p1NscVXZ7,0.4
A8x7eK5TywqmpvsKbGAMj64S4sZ9nmKL2sbMF6bWj8ZG,0.4
3sY9fQw4VqVTmAnNxQRKhUGTxm6zYauQ5bpAZ3rPcZ3w,0.4
HGSYosEsDjxg3HoZ9kdvea3LRcbGqdxg9oK7PwmaEe9k,0.4
2Zr5DLqBphYFZMBi2C5dwZJYmsAHmy5BWWBZrq2zQafR,0.4
8YNPGto1jb8A3aJ1aY6PcnVXyqTHhyHzNKB9zSnvZmCG,0.4
DaMAK8Dm5EpEuQoiYTGbRtJNLM7iL8JTfsSp5WjTLV9u,0.4
2MvpqeMqqcan5oE1zQ4MQq7GnFce7wvGSokwhi26Lq2H,0.4
3MS3uMDUwJdyWTtPgmxUUFQ9rZHgNj5hufC2ycNuS48R,0.4
3GVG3NyRpuW4sXRjsDhL2gDAwDShsEzffqgJ83SBrSyC,0.4
HZM63ZoP5kCbSR8pHHR4J3s3FjERNhGzMNYkUiBcQ1by,0.4
5UBckpvWZU1PA7JoFZa5Mn72Aoju2AUmnssTxf1ibttR,0.4
3SYPMwwHPm5J8h2FTtAq1dHiaXckL8HGw3aiSrQBQxxR,0.4
2GzSab28Dh5y564Lis7iyvipYjf6VRDa2F6KQN2M2AXY,0.4
5bbwC4akn1dv3oZjPdjrqY1pDfsYRaobv82MoRXC6aZk,0.4
DHcRuy5JBDVUenvigNJnnAhea6uT4GrVd4iYDb9DccA2,0.4
3FBBFZEZJLSgXKi7v3AfCJYJhz35q4EtuFJHRA9riw7o,0.4
F69r7h8goho1wNgWC2FgshGoaZJeCcayc5UmA9bJnqnb,0.4
3dZyRiaCkDtpAKaBnfBuvwBKWPhpuZ2ZbjU64iAoYFLT,0.4
FV1JTupeAtmySKXAAHTsV9o3jsCGTfGxwdHSYAXWBm66,0.4
3AJJtqtNPLhFYuZ2DYjPo9WHN3efiJyzH1XWu7bQUswC,0.4
44EsQUy73DVZNxDKWuPhmFRzmUsdYHvF1TYJGDkshZDH,0.4
8cNGCH29dtTpNr8MLCU6JcX1ge88X8vF6LzxmGNeBBGK,0.4
8UZpvjrVhJZaK1thbk4nJnK8KwTiBKGnNsGWBgiFbenV,0.4
3T8fkJtJyWe4fQzKnR4EvRVdcuHnPj9sQXSSaQhhaS89,0.4
37NeceAtvNSp5qgbbnpsbhuZwhFD6ABPz6wZhtU31RD6,0.4
6rhZQ3mpifab8684gou1WenQKNnFttJ15eBdvB8px5Cp,0.4
JA1UjzqKRNskyChCLcocr38ukebNAafkp5JxX87XZxKJ,0.4
2BB1hHfKv7fEmqMVZDUUs5rqtL98V3KoMLbDPr11U9rM,0.4
44v7ebCxsZT4hKKDTbMU6ypDBtdJerRoZzmkLGTGGFyw,0.4
Cn53dr6sJVGCucF1wfghAz6kuwEDpxZYyzaG76Bjio63,0.4
7v3bS87ckkyiw7ug4523RYcqZScSPPiDiLkyfze2PPr9,0.4
5mqSjgXvuLRgDyh2kY4K6qq7s5c34RsrvQJZaaz5hJuA,0.4
4WU6XEvWSiTb3Yc6cipcfiQBxnpqWEn5ADs8bhRDeCXn,0.4
GaksyXG28PsW7Z1VeFFRfRTcKkeF4uZ3YbeGnYfNiGHj,0.4
3rQLyWSfg21REpzX5FRTzmSTm2wro5TtF31XrcQ4uB6Q,0.4
3yWLcD3DZYeQV19EJ4pw4RbKYoRfXkK5dYyhUrackWJW,0.4
B9wz1QeBr66UfPnyKhgVoiKBm2KxsmVNqQo6tQbZ3tnu,0.4
ygP6jQsskicyZcxkUketU13r7BDAhbVotVS5wwZRSbq,0.4
6aCkxkvr3C3KuyWntSK19zKtkpG8DHEsbEzHHJwtHqNG,0.4
4jsLfnNdVkR3ZC1qrmwB4xXJoquBp43HMY14Y49SNbNq,0.4
7UPeum23qRfucqZ82ogMsTTdr1SyBCELcT56XnQqa19S,0.4
DpA2x9ni2QiJWJS2tokcUsuz2wbJEAyXDGNPHSEbJ1bJ,0.4
HC39YBnFLhYrBM1MwDXp97vDpctXWemBnjjgG77eMC8X,0.4
A8Kc9o5L3qpfkXFED1F1RJwdCwCv36Jaqxqg6gteusob,0.4
8A2v7BtA46emLkCcfJe7SL3VQBvAaHbDpBakafXDhqT1,0.4
Cjg92UaWU3PprBSVr7cg8KeGXy1wWAt3SNkxxp9sxdNG,0.4
DR8BNYiYxAo1P16Mu6YiJph3j4BKQBfduHpz4HVPnu1t,0.4
EATvTBtud2HFy6YNGprUXL8uKdrsGn4V7Bcke9i2pMMm,0.4
7v77jvEp9mk2x54iyvyvn9njSxMwEVxmKfTsaAuEtzCf,0.4
CzxYg59WYEqEtcJeaxUY79Eo5DkTjxW4wmr2vSRbMtes,0.4
9JQecFYYRbDWuXjQ6mWz8zfBEfRdGUhWGYMcyn5hMuxn,0.4
CYaq9FsA8s9Mm9ttEBYpiHrwmu3LPqXq88rJpbAeJXWs,0.4
5Zzq6vriVd358mphSSknpuSRLZ8ZLc7qcon5gggojHMT,0.4
DroWYKupSWt5dW6QrdvrSkTywjB5qaWDWPdMvoiAbUE7,0.4
4RMFYfMUioRpzpBbetMXCQhnXNvZB6fvyYAAm1LxDht7,0.4
2wnbBii6L9WzyNZKxtw5i9GBcCXP3kzDEr57oA6DHfUJ,0.4
69G3ewNmKwuxgQUPGJhhDsNYVNAxWS2i3zthgUscdpYv,0.4
3wL7qkXoBTmT8FUwH1pDZhLGHkuD8UThvSyFFP9KJxzP,0.4
Ey1U5UHZ4M4AgDwVhDnAUtHwEL33GTinfaxuh6tZnkTh,0.4
7eHVXpFtjMGevXfuYJcu5qT3VgYjXj21WAQP4UQ7or3M,0.4
EQofuTA76ouQtZJ6ZXw4oPgmg7RA2P3unKZWpST77ACp,0.4
AKZ4rcLoCpRbjYg6XangxU4AxuBUtYJ8VWXYJgBPkqqL,0.4
E9zaNjRLzBS2df9RtsW4HjetNfJkmzur2ZjLHXWyUKbq,0.4
3uRYAreUB8rMRttZWy9j67kDTShfJYoxy2gDardGJW8g,0.4
fxjghpuSV56KczrSx9Sn7mEYDHzKgXSU3ozYCMSN5Wq,0.4
2QPttCz4UBENHAFhoTH5FCY1RN5UajPzjiu6dR7nzEwb,0.4
5Jyg1SfGHX3CGat7Z4MiUvvSTC1BApswPHCJBbqfdqeB,0.4
BqKznRWZehrJMG17J1akbCJux4Z9YxuGocfeDvmWp3tH,0.4
2MEEdntt1sYBLB2BpoPKgqPzpFu9SHhucgW7YbiunaRR,0.4
9dZR6HukYt8XwxB3EVuK6NSoBPtiqPtpptUWs89ivdwX,0.4
A2vFMT4EftNBvSHkNfufiadq6C7fuhxchGjLT76xZ6P9,0.4
Eov8DFntRfQBhDax3rHzQmeUzeqMGTwshYWqrX2ePijm,0.4
DG7vUVtSFkrvfx6xekg6Pkd1X36TDZRqJEJTSxjvTBrN,0.4
DCcSxKQ2SxSqV2oREkXperU38JzEkL449T956CmG7HW5,0.4
C5jJL8yZwBN48whCLwUXKgugkGE7XxGimGkF5Rs8qfF,0.4
DwbDp8kyEnSm8tXBQStAGRH7Sc5n8b8c3wQ2Jfc2c7af,0.4
8HaT6fViBMgqkrr7rKBqp9U1JmCqpwU7wcrugJwfF7kG,0.4
9qnnEumxHdbBByfc3Ld3vetKwe2B5XJaN5Dp7oEtBDF9,0.4
CWfZLiwyVWKffpaTBLxeAvJ9QZLLZXJ2MJxjZMBixv6u,0.4
FSNuves6WRrAc65TqBsUyDWQ6Fn5knd39btwdCduz3Ga,0.4
FPEwKSd8rTxqdDkqPNAVAx2MW58ARyeqxphPEXQijbPf,0.4
AZPRXF2xMaKquaTtmSfEvs5VdKaDcdSaAD7W88HCLDEU,0.4
9FPgP8SHc1fZbx3gLCq1zyoSAncVCBmKNm86vRWAPVPH,0.4
63pProLJkSpmtUoyb3QtzBbHBfsUkxYJAhYjCDZLHdhD,0.4
8b4F5JQLJR83hiJtKEKLt8nR2qzcFFoN3W4Aqi2soV4h,0.4
2FVhYw9HjaLP9vZkwpViuvz2A8wmPFJiST8CPuBSw8Ud,0.4
57M7HTHY7SeKFC2HhbvqDuoFfbhevpU9jS2SWtojoNFz,0.4
G5WYG1Lr2JENLaTWHsz5FrbuZ18PQGFTQ2UKNZH5vA6A,0.4
7aN17oW5GUhL4TEkX8Ew5cGgQK7E4q8iiPE5xXrncQD3,0.4
DhMMQrxaTE5jwqo2oscKtmwD7mNCiAQsCxLUTfoueDto,0.4
EYspeab2wpeBFMqEagjuppNjTosttutYoHbvK271CRGJ,0.4
5dtE5Q8nVHerEzk8ytbF9D6iVxq1hQWJx7Nop9SWpLog,0.4
5pzBYzvQUDAeNhgkVSQUmNce3CA3mk1UnbxszysCbGTf,0.4
H6cyLP4caWyXLRL98JpeK7jvU49z42GXefrBMuggdMLm,0.4
3NFGHKZEw2ep1evPW3LQQ55xGFm6Vrekb7fyB5hAdjix,0.4
8nQn3cUYXCEYC1HXfvXNNaY4k2yabApc7jbbFwqhmzQa,0.4
9zB5Vae8v572gTVf4uwcWR9e2YN99hiKebKmWKYYjt4J,0.4
DFvz7TqCf7wABatrjEu8jrcaF7ewkB9qGLi6AaPKEXmk,0.4
4fuPNwQ8kSEfL6G7Vy53JRCENX83aZjK4YtKrnoBgvLg,0.4
AjkQknJk9FWGdXBcjEaYL6qDe2CFpVkhu4cWxHgoYA4o,0.4
7qGacwLL3tbU2mPk94eLs7MTN64RCuGXTD8VosNqkDx4,0.4
Gj9Mm54NztL822uDVQ5JyiPLvEuPPBdH9RKqspPpjjWB,0.4
EuSPQ3VnYdm5tgFgs2Tb7DwEcy6Di1gqgk5NnXEpF6Jp,0.4
GJ3PJhUYSbvpLQck5NuQZerTS5aWWeify52kkbUPh2qY,0.4
DsFpWhSG4FhkbVSUFiapTYGtbBtvGpLj9u6KFPJKaR5G,0.4
5rQMP3kP5dQWowFtc5KFg25MfiTih8DUQ8Y3dCvR4MWM,0.4
9vggCLzCWD4dVZn65Mx33Cjp7AHFG8fqHT6d8ESX4mt4,0.4
Bj38TUrJ89x2AFWEbo54iFYz2ajAXG2s6yrDWf8wwx9q,0.4
AgfpZZ9qYo8ptMRQPUnUho1ziNLcpiVNUL2GmgaEn2KL,0.4
6e7YX7BC7HSrdM1XtjHUTngSFWaiaCWqiEUS1oXJPuQ3,0.4
5Uqrpyyhqtpwcsi8z9CSL9gphkZVLiMhAnWf1CQtx5cw,0.4
FWPbG5GniHtHvoYpHLjQ4S1zs2Zmn4yyKgn2KKq6px5n,0.4
HxLyworwSeHasgZCNguA2Qq2HvkLnAWw1bSRp4SvVKdD,0.4
BPff6kGXGn6T1XVVADgiWur7hUGbdyEubrN7hEgGAMHw,0.4
HRdxJhVjuqDnxGUPCUv8WH2dC1mmTQki1Vize5AxjEuB,0.4
Ddr2YkBJoJzVgonW3hrQcLgMB6p1hoGbRescaoXMEikk,0.4
3yEroofoqQgvEGvgvvycLcmhLoNY4U2Vp6ShPucoA9ob,0.4
4kusiybPQnjuHJxx3CfcF71kSXUVrZpQUxZ2CT9zytbc,0.4
HQq78KzPo3GmYiJtBMnTp3Lkvf9HMcZGPXkVURjbyeUc,0.4
5SMtjhaHPRuQq5YEkjyAwTFrLXPtGUgdphECjvuUQBu2,0.4
9zrAWqg1r3TCqSQJdvj8RCrH9NN1iheQuMbiHYg3WW4p,0.4
4WpZaaiM3PzNsZzzXTF5sHaLdwv53FsiHQ98tEnyq1yK,0.4
CkuPQi3W8y2a5hBG4Gthn8by8KwFY7T4Vrhb73JwFzag,0.4
Ch3RD73qpXg2WTQDeG1fMvza8f8YMcmXZiPuMEbjfaQv,0.4
8wFq5H141HRPwDnNFi22pu5MSa3zj7TFs3c4cGjRy2Wi,0.4
57TXmKznKqRAKqbsKzwJv6Wi5AT54oqNfB4v389Lev4,0.4
